1¬Able Seamen
121¬Bioinformatics Scientists
122¬Bioinformatics Technicians
123¬Biological Science Teachers, Postsecondary
124¬Biological Scientists, All Other
125¬Biological Technicians
126¬Biologists
127¬Biomass Plant Technicians
128¬Biomass Power Plant Managers
129¬Biomedical Engineers
130¬Biophysicists
131¬Biostatisticians
132¬Boat Builders and Shipwrights
133¬Boiler Operators and Tenders, Low Pressure
134¬Boilermakers
135¬Bookbinders
136¬Bookkeeping, Accounting, and Auditing Clerks
137¬Brattice Builders
138¬Brazers
139¬Brickmasons and Blockmasons
140¬Bridge and Lock Tenders
141¬Broadcast News Analysts
142¬Broadcast Technicians
143¬Brokerage Clerks
144¬Brownfield Redevelopment Specialists and Site Managers
145¬Budget Analysts
146¬Buffing and Polishing Set-Up Operators
147¬Building Cleaning Workers, All Other
148¬Bus and Truck Mechanics and Diesel Engine Specialists
149¬Bus Drivers, School
150¬Bus Drivers, Transit and Intercity
151¬Business Continuity Planners
152¬Business Intelligence Analysts
153¬Business Operations Specialists, All Other
154¬Business Teachers, Postsecondary
155¬Butchers and Meat Cutters
156¬Cabinetmakers and Bench Carpenters
157¬Calibration and Instrumentation Technicians
158¬Camera and Photographic Equipment Repairers
159¬Camera Operators
160¬Camera Operators, Television, Video, and Motion Picture
161¬Captains, Mates, and Pilots of Water Vessels
162¬Caption Writers
163¬Cardiovascular Technologists and Technicians
164¬Cargo and Freight Agents
165¬Carpenter Assemblers and Repairers
166¬Carpenters
167¬Carpet Installers
168¬Cartographers and Photogrammetrists
169¬Cartoonists
170¬Cashiers
171¬Casting Machine Set-Up Operators
172¬Ceiling Tile Installers
173¬Cement Masons and Concrete Finishers
174¬Cementing and Gluing Machine Operators and Tenders
175¬Central Office and PBX Installers and Repairers
176¬Central Office Operators
177¬Chefs and Head Cooks
178¬Chemical Engineers
179¬Chemical Equipment Controllers and Operators
180¬Chemical Equipment Operators and Tenders
181¬Chemical Equipment Tenders
182¬Chemical Plant and System Operators
183¬Chemical Technicians
184¬Chemistry Teachers, Postsecondary
185¬Chemists
186¬Chief Executives
187¬Chief Sustainability Officers
188¬Child Care Workers
189¬Child Support, Missing Persons, and Unemployment Insurance Fraud Investigators
190¬Child, Family, and School Social Workers
191¬Chiropractors
192¬Choreographers
193¬City Planning Aides
194¬Civil Drafters
195¬Civil Engineering Technicians
196¬Civil Engineers
197¬Claims Adjusters, Examiners, and Investigators
198¬Claims Examiners, Property and Casualty Insurance
199¬Claims Takers, Unemployment Benefits
200¬Cleaners of Vehicles and Equipment
201¬Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders
202¬Clergy
203¬Climate Change Analysts
204¬Clinical Data Managers
205¬Clinical Nurse Specialists
206¬Clinical Psychologists
207¬Clinical Research Coordinators
208¬Clinical, Counseling, and School Psychologists
209¬Coaches and Scouts
210¬Coating, Painting, and Spraying Machine Operators and Tenders
211¬Coating, Painting, and Spraying Machine Setters and Set-Up Operators
212¬Coating, Painting, and Spraying Machine Setters, Operators, and Tenders
213¬Coil Winders, Tapers, and Finishers
214¬Coin, Vending, and Amusement Machine Servicers and Repairers
215¬Combination Machine Tool Operators and Tenders, Metal and Plastic
216¬Combination Machine Tool Setters and Set-Up Operators, Metal and Plastic
217¬Combined Food Preparation and Serving Workers, Including Fast Food
218¬Command and Control Center Officers
219¬Command and Control Center Specialists
220¬Commercial and Industrial Designers
221¬Commercial Divers
222¬Commercial Pilots
223¬Communication Equipment Mechanics, Installers, and Repairers
224¬Communications Equipment Operators, All Other
225¬Communications Teachers, Postsecondary
226¬Community and Social Service Specialists, All Other
227¬Community Health Workers
228¬Compensation and Benefits Managers
229¬Compensation and Benefits Managers
230¬Compensation, Benefits, and Job Analysis Specialist
231¬Compensation, Benefits, and Job Analysis Specialists
232¬Compliance Managers
233¬Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation
234¬Composers
235¬Computer and Information Research Scientists
236¬Computer and Information Scientists, Research
237¬Computer and Information Systems Managers
238¬Computer Hardware Engineers
239¬Computer Network Architects
240¬Computer Network Support Specialists
241¬Computer Operators
242¬Computer Programmer
243¬Computer Programmers
244¬Computer Science Teachers, Postsecondary
245¬Computer Security Specialists
246¬Computer Software Engineers, Applications
247¬Computer Software Engineers, Systems Software
248¬Computer Specialists, All Other
249¬Computer Support Specialists
250¬Computer Systems Analyst
251¬Computer Systems Analysts
252¬Computer Systems Engineers/Architects
253¬Computer User Support Specialists
254¬Computer, Automated Teller, and Office Machine Repairers
255¬Computer-Controlled Machine Tool Operators, Metal and Plastic
256¬Concierges
257¬Conservation Scientists
258¬Construction and Building Inspectors
259¬Construction and Related Workers, All Other
260¬Construction Carpenters
261¬Construction Drillers
262¬Construction Laborers
263¬Construction Managers
264¬Continuous Mining Machine Operators
265¬Control and Valve Installers and Repairers, Except Mechanical Door
266¬Conveyor Operators and Tenders
267¬Cooks, All Other
268¬Cooks, Fast Food
269¬Cooks, Institution and Cafeteria
270¬Cooks, Private Household
271¬Cooks, Restaurant
272¬Cooks, Short Order
273¬Cooling and Freezing Equipment Operators and Tenders
274¬Copy Writers
275¬Coroners
276¬Correctional Officers and Jailers
277¬Correspondence Clerks
278¬Cost Estimators
279¬Costume Attendants
280¬Counseling Psychologists
281¬Counselors, All Other
282¬Counter and Rental Clerks
283¬Counter Attendants, Cafeteria, Food Concession, and Coffee Shop
284¬Couriers and Messengers
285¬Court Clerks
286¬Court Reporters
287¬Court, Municipal, and License Clerks
288¬Craft Artists
289¬Crane and Tower Operators
290¬Creative Writers
291¬Credit Analysts
292¬Credit Authorizers
293¬Credit Authorizers, Checkers, and Clerks
294¬Credit Checkers
295¬Criminal Investigators and Special Agents
296¬Criminal Justice and Law Enforcement Teachers, Postsecondary
297¬Critical Care Nurses
298¬Crossing Guards
299¬Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders
300¬Curators
301¬Custom Tailors
302¬Customer Service Representatives
303¬Customer Service Representatives, Utilities
304¬Customs Brokers
305¬Cutters and Trimmers, Hand
306¬Cutting and Slicing Machine Operators and Tenders
307¬Cutting and Slicing Machine Setters, Operators, and Tenders
308¬Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic
309¬Cytogenetic Technologists
310¬Cytotechnologists
311¬Dancers
312¬Data Entry Keyers
313¬Data Processing Equipment Repairers
314¬Data Warehousing Specialists
315¬Database Administrator
316¬Database Administrators
317¬Database Architects
318¬Demonstrators and Product Promoters
319¬Dental Assistants
320¬Dental Hygienists
321¬Dental Laboratory Technicians
322¬Dentists, All Other Specialists
323¬Dentists, General
324¬Dermatologists
325¬Derrick Operators, Oil and Gas
326¬Design Printing Machine Setters and Set-Up Operators
327¬Designers, All Other
328¬Desktop Publishers
329¬Detectives and Criminal Investigators
330¬Diagnostic Medical Sonographers
331¬Dietetic Technicians
332¬Dietitians and Nutritionists
333¬Dining Room and Cafeteria Attendants and Bartender Helpers
334¬Directors- Stage, Motion Pictures, Television, and Radio
335¬Directors, Religious Activities and Education
336¬Directory Assistance Operators
337¬Dishwashers
338¬Dispatchers, Except Police, Fire, and Ambulance
339¬Distance Learning Coordinators
340¬Document Management Specialists
341¬Door-To-Door Sales Workers, News and Street Vendors, and Related Workers
342¬Dot Etchers
343¬Drafters, All Other
344¬Dragline Operators
345¬Dredge Operators
346¬Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic
347¬Driver-Sales Workers
348¬Drywall and Ceiling Tile Installers
349¬Drywall Installers
350¬Duplicating Machine Operators
351¬Earth Drillers, Except Oil and Gas
352¬Economics Teachers, Postsecondary
353¬Economists
354¬Editors
355¬Education Administrators, All Other
356¬Education Administrators, Elementary and Secondary School
357¬Education Administrators, Postsecondary
358¬Education Administrators, Preschool and Child Care Center--Program
359¬Education Teachers, Postsecondary
360¬Education, Training, and Library Workers, All Other
361¬Educational Psychologists
362¬Educational, Vocational, and School Counselors
363¬Electric Home Appliance and Power Tool Repairers
364¬Electric Meter Installers and Repairers
365¬Electric Motor and Switch Assemblers and Repairers
366¬Electric Motor, Power Tool, and Related Repairers
367¬Electrical and Electronic Engineering Technicians
368¬Electrical and Electronic Equipment Assemblers
369¬Electrical and Electronic Inspectors and Testers
370¬Electrical and Electronics Drafters
371¬Electrical and Electronics Installers and Repairers, Transportation Equipment
372¬Electrical and Electronics Repairers, Commercial and Industrial Equipment
373¬Electrical and Electronics Repairers, Powerhouse, Substation, and Relay
374¬Electrical Drafters
375¬Electrical Engineering Technicians
376¬Electrical Engineering Technologists
377¬Electrical Engineers
378¬Electrical Parts Reconditioners
379¬Electrical Power-Line Installers and Repairers
380¬Electricians
381¬Electrolytic Plating and Coating Machine Operators and Tenders, Metal and Plastic
382¬Electrolytic Plating and Coating Machine Setters and Set-Up Operators, Metal and Plastic
383¬Electromechanical Engineering Technologists
384¬Electromechanical Equipment Assemblers
385¬Electro-Mechanical Technicians
386¬Electronic Drafters
387¬Electronic Equipment Installers and Repairers, Motor Vehicles
388¬Electronic Home Entertainment Equipment Installers and Repairers
389¬Electronic Masking System Operators
390¬Electronics Engineering Technicians
391¬Electronics Engineering Technologists
392¬Electronics Engineers, Except Computer
393¬Electrotypers and Stereotypers
394¬Elementary School Teachers, Except Special Education
395¬Elevator Installers and Repairers
396¬Eligibility Interviewers, Government Programs
397¬Embalmers
398¬Embossing Machine Set-Up Operators
399¬Emergency Management Directors
400¬Emergency Management Specialists
401¬Emergency Medical Technicians and Paramedics
402¬Employment Interviewers, Private or Public Employment Service
403¬Employment, Recruitment, and Placement Specialists
404¬Endoscopy Technicians
405¬Energy Auditors
406¬Energy Brokers
407¬Energy Engineers
408¬Engine and Other Machine Assemblers
409¬Engineering Managers
410¬Engineering Teachers, Postsecondary
411¬Engineering Technicians, Except Drafters, All Other
412¬Engineers, All Other
413¬English Language and Literature Teachers, Postsecondary
414¬Engraver Set-Up Operators
415¬Engravers, Hand
416¬Engravers--Carvers
417¬Entertainers and Performers, Sports and Related Workers, All Other
418¬Entertainment Attendants and Related Workers, All Other
419¬Environmental Compliance Inspectors
420¬Environmental Economists
421¬Environmental Engineering Technicians
422¬Environmental Engineers
423¬Environmental Restoration Planners
424¬Environmental Science and Protection Technicians, Including Health
425¬Environmental Science Teachers, Postsecondary
426¬Environmental Scientists and Specialists, Including Health
427¬Epidemiologists
428¬Equal Opportunity Representatives and Officers
429¬Etchers
430¬Etchers and Engravers
431¬Etchers, Hand
432¬Excavating and Loading Machine and Dragline Operators
433¬Excavating and Loading Machine Operators
434¬Executive Secretaries and Administrative Assistants
435¬Exercise Physiologists
436¬Exhibit Designers
437¬Explosives Workers, Ordnance Handling Experts, and Blasters
438¬Extraction Workers, All Other
439¬Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic
440¬Extruding and Forming Machine Operators and Tenders, Synthetic or Glass Fibers
441¬Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers
442¬Extruding, Forming, Pressing, and Compacting Machine Operators and Tenders
443¬Extruding, Forming, Pressing, and Compacting Machine Setters and Set-Up Operators
444¬Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders
445¬Fabric and Apparel Patternmakers
446¬Fabric Menders, Except Garment
447¬Fallers
448¬Family and General Practitioners
449¬Farm and Home Management Advisors
450¬Farm and Ranch Managers
451¬Farm Equipment Mechanics
452¬Farm Labor Contractor
453¬Farm Labor Contractors
454¬Farm, Ranch, and Other Agricultural Managers
455¬Farmers and Ranchers
456¬Farmworkers and Laborers, Crop, Nursery, and Greenhouse
457¬Farmworkers, Farm and Ranch Animals
458¬Fashion Designers
459¬Fence Erectors
460¬Fiber Product Cutting Machine Setters and Set-Up Operators
461¬Fiberglass Laminators and Fabricators
462¬File Clerks
463¬Film and Video Editors
464¬Film Laboratory Technicians
465¬Financial Analysts
466¬Financial Examiners
467¬Financial Managers
468¬Financial Managers, Branch or Department
469¬Financial Quantitative Analysts
470¬Financial Specialists, All Other
471¬Fine Artists, Including Painters, Sculptors, and Illustrators
472¬Fire Fighters
473¬Fire Inspectors
474¬Fire Inspectors and Investigators
475¬Fire Investigators
476¬Fire-Prevention and Protection Engineers
477¬First-Line Supervisors and Manager-Supervisors - Agricultural Crop Workers
478¬First-Line Supervisors and Manager-Supervisors - Animal Care Workers, Except Livestock
479¬First-Line Supervisors and Manager-Supervisors - Animal Husbandry Workers
480¬First-Line Supervisors and Manager-Supervisors - Fishery Workers
481¬First-Line Supervisors and Manager-Supervisors - Horticultural Workers
482¬First-Line Supervisors and Manager-Supervisors - Landscaping Workers
483¬First-Line Supervisors and Manager-Supervisors - Logging Workers
484¬First-Line Supervisors and Manager-Supervisors- Construction Trades Workers
485¬First-Line Supervisors and Manager-Supervisors- Extractive Workers
486¬First-Line Supervisors of Agricultural Crop and Horticultural Workers
487¬First-Line Supervisors of Animal Husbandry and Animal Care Workers
488¬First-Line Supervisors, Administrative Support
489¬First-Line Supervisors, Customer Service
490¬First-Line Supervisors-Managers of Air Crew Members
491¬First-Line Supervisors-Managers of All Other Tactical Operations Specialists
492¬First-Line Supervisors-Managers of Construction Trades and Extraction Workers
493¬First-Line Supervisors-Managers of Correctional Officers
494¬First-Line Supervisors-Managers of Farming, Fishing, and Forestry Workers
495¬First-Line Supervisors-Managers of Fire Fighting and Prevention Workers
496¬First-Line Supervisors-Managers of Food Preparation and Serving Workers
497¬First-Line Supervisors-Managers of Helpers, Laborers, and Material Movers, Hand
498¬First-Line Supervisors-Managers of Housekeeping and Janitorial Workers
499¬First-Line Supervisors-Managers of Landscaping, Lawn Service, and Groundskeeping Workers
500¬First-Line Supervisors-Managers of Mechanics, Installers, and Repairers
501¬First-Line Supervisors-Managers of Non-Retail Sales Workers
502¬First-Line Supervisors-Managers of Office and Administrative Support Workers
503¬First-Line Supervisors-Managers of Personal Service Workers
504¬First-Line Supervisors-Managers of Police and Detectives
505¬First-Line Supervisors-Managers of Production and Operating Workers
506¬First-Line Supervisors-Managers of Retail Sales Workers
507¬First-Line Supervisors-Managers of Transportation and Material-Moving Machine and Vehicle Operators
508¬First-Line Supervisors-Managers of Weapons Specialists--Crew Members
509¬First-Line Supervisors-Managers, Protective Service Workers, All Other
510¬Fish and Game Wardens
511¬Fish Hatchery Managers
512¬Fishers and Related Fishing Workers
513¬Fitness and Wellness Coordinators
514¬Fitness Trainers and Aerobics Instructors
515¬Fitters, Structural Metal- Precision
516¬Flight Attendant
517¬Flight Attendants
518¬Floor Layers, Except Carpet, Wood, and Hard Tiles
519¬Floor Sanders and Finishers
520¬Floral Designers
521¬Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders
522¬Food Batchmakers
523¬Food Cooking Machine Operators and Tenders
524¬Food Preparation and Serving Related Workers, All Other
525¬Food Preparation Workers
526¬Food Science Technicians
527¬Food Scientists and Technologists
528¬Food Servers, Nonrestaurant
529¬Food Service Managers
530¬Foreign Language and Literature Teachers, Postsecondary
531¬Forensic Science Technicians
532¬Forest and Conservation Technicians
533¬Forest and Conservation Workers
534¬Forest Fire Fighters
535¬Forest Fire Fighting and Prevention Supervisors
536¬Forest Fire Inspectors and Prevention Specialists
537¬Foresters
538¬Forestry and Conservation Science Teachers, Postsecondary
539¬Forging Machine Setters, Operators, and Tenders, Metal and Plastic
540¬Foundry Mold and Coremakers
541¬Frame Wirers, Central Office
542¬Fraud Examiners, Investigators and Analysts
543¬Freight and Cargo Inspectors
544¬Freight Forwarders
545¬Freight Inspectors
546¬Freight, Stock, and Material Movers, Hand
547¬Fuel Cell Engineers
548¬Fuel Cell Technicians
549¬Fundraisers
550¬Funeral Attendants
551¬Funeral Directors
552¬Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders
553¬Furniture Finishers
554¬Gaming and Sports Book Writers and Runners
555¬Gaming Cage Workers
556¬Gaming Change Persons and Booth Cashiers
557¬Gaming Dealers
558¬Gaming Managers
559¬Gaming Service Workers, All Other
560¬Gaming Supervisors
561¬Gaming Surveillance Officers and Gaming Investigators
562¬Gas Appliance Repairers
563¬Gas Compressor and Gas Pumping Station Operators
564¬Gas Compressor Operators
565¬Gas Distribution Plant Operators
566¬Gas Plant Operators
567¬Gas Processing Plant Operators
568¬Gas Pumping Station Operators
569¬Gaugers
570¬Gem and Diamond Workers
571¬General and Operations Managers
572¬General Farmworkers
573¬Genetic Counselors
574¬Geneticists
575¬Geodetic Surveyors
576¬Geographers
577¬Geographic Information Systems Technicians
578¬Geography Teachers, Postsecondary
579¬Geological and Petroleum Technicians
580¬Geological Data Technicians
581¬Geological Sample Test Technicians
582¬Geologists
583¬Geoscientists, Except Hydrologists and Geographers
584¬Geospatial Information Scientists and Technologists
585¬Geothermal Production Managers
586¬Geothermal Technicians
587¬Glass Blowers, Molders, Benders, and Finishers
588¬Glass Cutting Machine Setters and Set-Up Operators
589¬Glaziers
590¬Government Property Inspectors and Investigators
591¬Government Service Executives
592¬Grader, Bulldozer, and Scraper Operators
593¬Graders and Sorters, Agricultural Products
594¬Graduate Teaching Assistants
595¬Graphic Designers
596¬Green Marketers
597¬Grinding and Polishing Workers, Hand
598¬Grinding, Honing, Lapping, and Deburring Machine Set-Up Operators
599¬Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic
600¬Grips and Set-Up Workers, Motion Picture Sets, Studios, and Stages
601¬Grounds Maintenance Workers, All Other
602¬Hairdressers, Hairstylists, and Cosmetologists
603¬Hand and Portable Power Tool Repairers
604¬Hand Compositors and Typesetters
605¬Hazardous Materials Removal Workers
606¬Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
607¬Health Diagnosing and Treating Practitioners, All Other
608¬Health Educators
609¬Health Specialties Teachers, Postsecondary
610¬Health Technologists and Technicians, All Other
611¬Healthcare Practitioners and Technical Workers, All Other
612¬Healthcare Support Workers, All Other
613¬Hearing Aid Specialists
614¬Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic
615¬Heat Treating, Annealing, and Tempering Machine Operators and Tenders, Metal and Plastic
616¬Heaters, Metal and Plastic
617¬Heating and Air Conditioning Mechanics
618¬Heating Equipment Setters and Set-Up Operators, Metal and Plastic
619¬Heating, Air Conditioning, and Refrigeration Mechanics and Installers
620¬Helpers, Construction Trades, All Other
621¬Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters
622¬Helpers--Carpenters
623¬Helpers--Electricians
624¬Helpers--Extraction Workers
625¬Helpers--Installation, Maintenance, and Repair Workers
626¬Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons
627¬Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters
628¬Helpers--Production Workers
629¬Helpers--Roofers
630¬Highway Maintenance Workers
631¬Highway Patrol Pilots
632¬Historians
633¬History Teachers, Postsecondary
634¬Histotechnologists and Histologic Technicians
635¬Hoist and Winch Operators
636¬Home Appliance Installers
637¬Home Appliance Repairers
638¬Home Economics Teachers, Postsecondary
639¬Home Health Aides
640¬Hospitalists
641¬Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop
642¬Hotel, Motel, and Resort Desk Clerks
643¬Housekeeping Supervisors
644¬Human Factors Engineers and Ergonomists
645¬Human Resources Assistants, Except Payroll and Timekeeping
646¬Human Resources Manager
647¬Human Resources Managers
648¬Human Resources Managers, All Other
649¬Human Resources, Training, and Labor Relations Specialists, All Other
650¬Hunters and Trappers
651¬Hydroelectric Plant Technicians
652¬Hydroelectric Production Managers
653¬Hydrologists
654¬Immigration and Customs Inspectors
655¬Industrial Ecologists
656¬Industrial Engineering Technicians
657¬Industrial Engineering Technologists
658¬Industrial Engineers
659¬Industrial Machinery Mechanics
660¬Industrial Production Managers
661¬Industrial Safety and Health Engineers
662¬Industrial Truck and Tractor Operators
663¬Industrial-Organizational Psychologists
664¬Infantry
665¬Infantry Officers
666¬Informatics Nurse Specialists
667¬Information and Record Clerks, All Other
668¬Information Security Analysts
669¬Information Technology Project Managers
670¬Inspectors, Testers, Sorters, Samplers, and Weighers
671¬Installation, Maintenance, and Repair Workers, All Other
672¬Instructional Coordinators
673¬Instructional Designers and Technologists
674¬Insulation Workers, Floor, Ceiling, and Wall
675¬Insulation Workers, Mechanical
676¬Insurance Adjusters, Examiners, and Investigators
677¬Insurance Appraisers, Auto Damage
678¬Insurance Claims and Policy Processing Clerks
679¬Insurance Claims Clerks
680¬Insurance Policy Processing Clerks
681¬Insurance Sales Agents
682¬Insurance Underwriters
683¬Intelligence Analysts
684¬Interior Designers
685¬Internists, General
686¬Interpreters and Translators
687¬Interviewers, Except Eligibility and Loan
688¬Investment Fund Managers
689¬Investment Underwriters
690¬Irradiated-Fuel Handlers
691¬Janitorial Supervisors
692¬Janitors and Cleaners, Except Maids and Housekeeping Cleaners
693¬Jewelers
694¬Jewelers and Precious Stone and Metal Workers
695¬Job Printers
696¬Judges, Magistrate Judges, and Magistrates
697¬Judicial Law Clerks
698¬Keyboard Instrument Repairers and Tuners
699¬Kindergarten Teachers, Except Special Education
700¬Labor Relations Specialists
701¬Laborers and Freight, Stock, and Material Movers, Hand
702¬Landscape Architects
703¬Landscaping and Groundskeeping Workers
704¬Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic
705¬Laundry and Drycleaning Machine Operators and Tenders, Except Pressing
706¬Laundry and Dry-Cleaning Workers
707¬Law Clerks
708¬Law Teachers, Postsecondary
709¬Lawn Service Managers
710¬Lawyers
711¬Lay-Out Workers, Metal and Plastic
712¬Legal Secretaries
713¬Legal Support Workers, All Other
714¬Legislators
715¬Letterpress Setters and Set-Up Operators
716¬Librarians
717¬Library Assistants, Clerical
718¬Library Science Teachers, Postsecondary
719¬Library Technicians
720¬License Clerks
721¬Licensed Practical and Licensed Vocational Nurses
722¬Licensing Examiners and Inspectors
723¬Life Scientists, All Other
724¬Life, Physical, and Social Science Technicians, All Other
725¬Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers
726¬Loading Machine Operators, Underground Mining
727¬Loan Counselor
728¬Loan Counselors
729¬Loan Interviewers and Clerks
730¬Loan Officers
731¬Locker Room, Coatroom, and Dressing Room Attendants
732¬Locksmiths and Safe Repairers
733¬Locomotive Engineers
734¬Locomotive Firers
735¬Lodging Managers
736¬Log Graders and Scalers
737¬Logging Equipment Operators
738¬Logging Tractor Operators
739¬Logging Workers, All Other
740¬Logisticians
741¬Logistics Analysts
742¬Logistics Engineers
743¬Logistics Managers
744¬Loss Prevention Managers
745¬Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists
746¬Machine Feeders and Offbearers
747¬Machinists
748¬Magnetic Resonance Imaging Technologists
749¬Maids and Housekeeping Cleaners
750¬Mail Clerks and Mail Machine Operators, Except Postal Service
751¬Mail Clerks, Except Mail Machine Operators and Postal Service
752¬Mail Machine Operators, Preparation and Handling
753¬Maintenance and Repair Worker
754¬Maintenance and Repair Workers, General
755¬Maintenance Workers, Machinery
756¬Makeup Artists, Theatrical and Performance
757¬Management Analysts
758¬Managers, All Other
759¬Manicurists and Pedicurists
760¬Manufactured Building and Mobile Home Installers
761¬Manufacturing Engineering Technologists
762¬Manufacturing Engineers
763¬Manufacturing Production Technicians
764¬Mapping Technicians
765¬Marine Architects
766¬Marine Cargo Inspectors
767¬Marine Engineers
768¬Marine Engineers and Naval Architects
769¬Market Research Analysts
770¬Market Research Analysts and Marketing Specialists
771¬Marketing Managers
772¬Marking and Identification Printing Machine Setters and Set-Up Operators
773¬Marking Clerks
774¬Marriage and Family Therapists
775¬Massage Therapists
776¬Material Moving Workers, All Other
777¬Materials Engineers
778¬Materials Inspectors
779¬Materials Scientists
780¬Mates- Ship, Boat, and Barge
781¬Mathematical Science Occupations, All Other
782¬Mathematical Science Teachers, Postsecondary
783¬Mathematical Technicians
784¬Mathematicians
785¬Meat, Poultry, and Fish Cutters and Trimmers
786¬Mechanical Door Repairers
787¬Mechanical Drafters
788¬Mechanical Engineering Technicians
